"id","biography","external_url","edge_followed_by","full_name","has_channel","is_business_account","is_joined_recently","business_category_name","is_verified","profile_pic_url","username","connected_fb_page","follows_count","follows_follower_count","video_count","timeline_count"
"376999500","Just Do It","https://www.nike.com/you-cant-stop-us",,"Nike Women",false,true,,"Personal Goods & General Merchandise Stores",,,"nikewomen",,149,0,10,878
