"id","biography","external_url","edge_followed_by","full_name","has_channel","is_business_account","is_joined_recently","business_category_name","is_verified","profile_pic_url","username","connected_fb_page","follows_count","follows_follower_count","video_count","timeline_count"
"286654768","Just Do It.","http://nike.com/Alphafly",,"Nike Run Club",false,true,,"Personal Goods & General Merchandise Stores",,,"nikerunning",,195,0,21,1088
