"id","biography","external_url","edge_followed_by","full_name","has_channel","is_business_account","is_joined_recently","business_category_name","is_verified","profile_pic_url","username","connected_fb_page","follows_count","follows_follower_count","video_count","timeline_count"
"529358548","","http://linkin.bio/nikesportswear",,"Nike Sportswear",false,true,,"Personal Goods & General Merchandise Stores",,,"nikesportswear",,99,0,12,1081
