"id","biography","external_url","edge_followed_by","full_name","has_channel","is_business_account","is_joined_recently","business_category_name","is_verified","profile_pic_url","username","connected_fb_page","follows_count","follows_follower_count","video_count","timeline_count"
"1415955173","Just Do It.","https://go.nike.com/ycsu",,"Nike Training Club",false,true,,"Personal Goods & General Merchandise Stores",,,"niketraining",,204,0,39,301
